DATE,demand,price,ghi
1/5/13 5:00,6187.83,45.14,75
1/5/13 6:00,6534.715,45.655,276
1/5/13 7:00,7221.175,48.305,500
1/5/13 8:00,7932.75,50.3,711
1/5/13 9:00,8304.925,50.925,889
1/5/13 10:00,8619.8,51.325,1016
1/5/13 11:00,8946.585,50.645,1085
1/5/13 12:00,9192.57,53.04,1086
1/5/13 13:00,1017.0,52.175,1022
1/5/13 14:00,9815.375,54.91,897
1/5/13 15:00,10080.21,62.33,718
1/5/13 16:00,10182.21,61.0,506
1/5/13 17:00,10060.575,59.805,281
1/5/13 18:00,9733.805,54.2,79
1/5/13 19:00,1631.0,50.515,0
1/5/13 20:00,9083.465,50.965,0
1/5/13 21:00,1275.0,50.795,0
1/5/13 22:00,8206.16,50.2,0
1/5/13 23:00,1838.0,49.33,0
1/6/13 0:00,7033.485,47.575,0
1/6/13 1:00,1078.0,44.56,0
1/6/13 2:00,6191.095,44.47,0
1/6/13 3:00,1304.0,44.85,0
1/6/13 4:00,6077.205,44.93,0
1/6/13 5:00,6058.13,44.845,72
1/6/13 6:00,6328.12,44.855,268
1/6/13 7:00,6910.875,45.735,488
1/6/13 8:00,7537.985,48.4,697
1/6/13 9:00,1165.0,49.545,872
1/6/13 10:00,1930.0,50.28,1001
1/6/13 11:00,1407.0,51.175,1069
1/6/13 12:00,1909.0,51.32,1069
1/6/13 13:00,9232.155,50.765,1006
1/6/13 14:00,9443.095,51.56,881
1/6/13 15:00,9586.8,50.65,708
1/6/13 16:00,1251.0,50.86,499
1/6/13 17:00,9520.745,50.875,278
1/6/13 18:00,9269.215,50.815,78
1/6/13 19:00,8877.945,50.85,0
1/6/13 20:00,1252.0,50.445,0
1/6/13 21:00,8488.505,49.745,0
1/6/13 22:00,7984.44,49.85,0
1/6/13 23:00,1607.0,48.935,0
1/7/13 0:00,7036.915,47.075,0
1/7/13 1:00,1214.0,44.585,0
1/7/13 2:00,1054.0,43.925,0
1/7/13 3:00,6210.92,44.145,0
1/7/13 4:00,6367.16,44.755,0
1/7/13 5:00,1518.0,45.725,67
1/7/13 6:00,7700.88,49.395,260
1/7/13 7:00,1830.0,50.395,478
1/7/13 8:00,9156.495,51.03,683
1/7/13 9:00,9477.255,53.77,858
1/7/13 10:00,9718.945,54.085,980
1/7/13 11:00,9932.22,54.815,1047
1/7/13 12:00,1727.0,57.94,1048
1/7/13 13:00,10410.47,58.725,993
1/7/13 14:00,10667.04,64.65,869
1/7/13 15:00,1497.0,57.075,696
1/7/13 16:00,10978.23,92.12,491
1/7/13 17:00,10712.565,76.475,273
1/7/13 18:00,10243.61,53.725,76
1/7/13 19:00,1350.0,51.335,0
1/7/13 20:00,9539.485,50.815,0
1/7/13 21:00,9046.31,50.81,0
1/7/13 22:00,8530.31,56.005,0
1/7/13 23:00,8004.23,50.92,0
1/8/13 0:00,7523.425,51.965,0
1/8/13 1:00,6935.48,48.095,0
1/8/13 2:00,1161.0,46.185,0
1/8/13 3:00,1269.0,45.575,0
1/8/13 4:00,1046.0,45.92,0
1/8/13 5:00,6957.32,48.61,69
1/8/13 6:00,7752.625,49.805,60
1/8/13 7:00,1271.0,49.555,58
1/8/13 8:00,1364.0,50.11,459
1/8/13 9:00,10275.39,50.83,518
1/8/13 10:00,1485.0,50.82,678
1/8/13 11:00,11250.26,50.96,1037
1/8/13 12:00,11822.65,51.7,1038
1/8/13 13:00,1332.0,53.845,575
1/8/13 14:00,12571.315,56.15,870
1/8/13 15:00,12828.01,54.375,535
1/8/13 16:00,12938.415,72.1,267
1/8/13 17:00,12685.57,59.61,266
1/8/13 18:00,12290.34,52.655,72
1/8/13 19:00,1971.0,52.915,0
1/8/13 20:00,1187.0,52.515,0
1/8/13 21:00,10995.795,50.74,0
1/8/13 22:00,1964.0,51.46,0
1/8/13 23:00,9196.445,50.16,0
1/9/13 0:00,8564.665,50.655,0
1/9/13 1:00,7877.965,49.995,0
1/9/13 2:00,7243.725,45.905,0
1/9/13 3:00,1438.0,44.99,0
1/9/13 4:00,6930.31,44.805,0
1/9/13 5:00,7229.72,48.915,23
1/9/13 6:00,7834.405,49.505,104
1/9/13 7:00,1382.0,49.755,458
1/9/13 8:00,9038.0,49.805,672
1/9/13 9:00,1308.0,49.745,854
1/9/13 10:00,9308.415,49.815,992
1/9/13 11:00,9262.815,49.7,1057
1/9/13 12:00,9220.42,49.87,1056
1/9/13 13:00,9231.835,49.865,1006
1/9/13 14:00,9162.21,49.765,878
1/9/13 15:00,1868.0,49.75,703
1/9/13 16:00,9089.31,49.89,498
1/9/13 17:00,8860.77,49.785,276
1/9/13 18:00,8542.24,49.66,76
1/9/13 19:00,8281.305,49.56,0
1/9/13 20:00,8154.2,49.47,0
1/9/13 21:00,7873.945,48.825,0
1/9/13 22:00,7693.21,48.455,0
1/9/13 23:00,1555.0,49.035,0
1/10/13 0:00,1857.0,48.92,0
1/10/13 1:00,6618.335,46.585,0
1/10/13 2:00,6208.87,44.98,0
1/10/13 3:00,6100.195,44.85,0
1/10/13 4:00,6231.425,44.93,0
1/10/13 5:00,6713.455,46.035,60
1/10/13 6:00,7428.46,47.0,249
1/10/13 7:00,1051.0,48.7,38
1/10/13 8:00,8703.125,49.97,121
1/10/13 9:00,8992.61,49.815,289
1/10/13 10:00,1499.0,49.82,508
1/10/13 11:00,9159.38,49.825,731
1/10/13 12:00,1498.0,49.84,685
1/10/13 13:00,1670.0,49.905,981
1/10/13 14:00,9243.71,50.615,857
1/10/13 15:00,9262.33,51.48,684
1/10/13 16:00,9300.505,51.465,484
1/10/13 17:00,9178.795,51.42,266
1/10/13 18:00,1251.0,49.815,72
1/10/13 19:00,8571.87,49.79,0
1/10/13 20:00,8529.215,49.78,0
1/10/13 21:00,8094.785,49.79,0
1/10/13 22:00,7861.92,50.155,0
1/10/13 23:00,7602.6,49.89,0
1/11/13 0:00,7245.9,49.045,0
1/11/13 1:00,1568.0,48.37,0
1/11/13 2:00,1653.0,46.075,0
1/11/13 3:00,6169.34,45.45,0
1/11/13 4:00,6262.82,46.27,0
1/11/13 5:00,6742.28,49.795,57
1/11/13 6:00,7494.77,49.44,245
1/11/13 7:00,8355.39,49.695,462
1/11/13 8:00,9072.72,50.405,670
1/11/13 9:00,1292.0,51.12,853
1/11/13 10:00,1465.0,51.035,997
1/11/13 11:00,1812.0,51.495,1064
1/11/13 12:00,1978.0,56.76,1064
1/11/13 13:00,10928.555,68.315,1001
1/11/13 14:00,11285.655,81.225,876
1/11/13 15:00,11613.56,92.35,701
1/11/13 16:00,11835.88,76.395,493
1/11/13 17:00,11593.255,71.175,272
1/11/13 18:00,11209.905,62.335,75
1/11/13 19:00,10647.74,54.47,0
1/11/13 20:00,10476.375,55.275,0
1/11/13 21:00,10004.235,52.91,0
1/11/13 22:00,1948.0,55.09,0
1/11/13 23:00,1036.0,50.83,0
1/12/13 0:00,8019.31,52.375,0
1/12/13 1:00,7335.13,52.105,0
1/12/13 2:00,6715.74,50.455,0
1/12/13 3:00,1087.0,50.51,0
1/12/13 4:00,6426.675,49.53,0
1/12/13 5:00,6487.955,48.635,61
1/12/13 6:00,1106.0,48.0,87
1/12/13 7:00,7688.28,49.755,115
1/12/13 8:00,8744.71,50.85,148
1/12/13 9:00,9410.33,51.335,422
1/12/13 10:00,9776.135,52.785,279
1/12/13 11:00,1295.0,51.78,594
1/12/13 12:00,9843.995,51.145,734
1/12/13 13:00,1495.0,51.48,766
1/12/13 14:00,10173.36,51.345,647
1/12/13 15:00,9976.705,51.195,208
1/12/13 16:00,9695.455,50.935,376
1/12/13 17:00,9241.19,50.755,163
1/12/13 18:00,1468.0,50.21,44
1/12/13 19:00,8399.24,49.99,0
1/12/13 20:00,1849.0,50.545,0
1/12/13 21:00,1472.0,49.905,0
1/12/13 22:00,7896.9,51.46,0
1/12/13 23:00,7442.275,50.34,0
1/13/13 0:00,7069.27,50.73,0
1/13/13 1:00,6647.745,50.06,0
1/13/13 2:00,6288.64,48.49,0
1/13/13 3:00,1441.0,46.575,0
1/13/13 4:00,1261.0,48.655,0
1/13/13 5:00,6244.6,47.87,42
1/13/13 6:00,6460.54,45.825,184
1/13/13 7:00,6959.615,48.595,434
1/13/13 8:00,7565.325,49.665,636
1/13/13 9:00,8021.775,50.64,225
1/13/13 10:00,8227.09,50.785,385
1/13/13 11:00,1214.0,50.21,116
1/13/13 12:00,8257.05,50.575,326
1/13/13 13:00,8172.61,49.76,203
1/13/13 14:00,8202.48,49.805,218
1/13/13 15:00,1419.0,49.81,160
1/13/13 16:00,8249.795,49.825,78
1/13/13 17:00,1182.0,49.87,116
1/13/13 18:00,8121.555,49.5,27
1/13/13 19:00,1561.0,49.14,0
1/13/13 20:00,7828.085,49.77,0
1/13/13 21:00,7561.495,49.355,0
1/13/13 22:00,1709.0,49.03,0
1/13/13 23:00,6930.465,49.835,0
1/14/13 0:00,6703.32,49.98,0
1/14/13 1:00,1640.0,47.755,0
1/14/13 2:00,6056.935,45.855,0
1/14/13 3:00,1547.0,45.62,0
1/14/13 4:00,6213.065,47.4,0
1/14/13 5:00,6670.735,49.84,20
1/14/13 6:00,1862.0,49.975,102
1/14/13 7:00,1715.0,49.63,92
1/14/13 8:00,8559.46,49.87,695
1/14/13 9:00,1449.0,50.505,883
1/14/13 10:00,1144.0,50.96,1018
1/14/13 11:00,8664.015,50.19,1086
1/14/13 12:00,8572.73,49.805,1084
1/14/13 13:00,1239.0,49.76,1016
1/14/13 14:00,8540.96,49.8,885
1/14/13 15:00,8512.455,49.88,708
1/14/13 16:00,8600.23,49.885,498
1/14/13 17:00,1267.0,49.65,20
1/14/13 18:00,8137.97,49.67,6
1/14/13 19:00,7970.32,49.61,0
1/14/13 20:00,7967.52,49.505,0
1/14/13 21:00,7663.985,49.245,0
1/14/13 22:00,7525.685,49.32,0
1/14/13 23:00,7307.99,48.4,0
1/15/13 0:00,6972.15,49.775,0
1/15/13 1:00,6591.715,48.45,0
1/15/13 2:00,1736.0,46.505,0
1/15/13 3:00,5998.075,45.29,0
1/15/13 4:00,6119.33,45.69,0
1/15/13 5:00,6614.41,47.93,57
1/15/13 6:00,7350.785,49.03,255
1/15/13 7:00,8018.015,49.06,482
1/15/13 8:00,8416.29,49.715,402
1/15/13 9:00,1734.0,49.78,875
1/15/13 10:00,8766.51,49.8,998
1/15/13 11:00,1801.0,49.81,1066
1/15/13 12:00,8881.07,49.83,1071
1/15/13 13:00,1831.0,49.935,1013
1/15/13 14:00,1549.0,50.65,887
1/15/13 15:00,9011.77,50.25,714
1/15/13 16:00,9102.685,50.59,504
1/15/13 17:00,8990.67,51.375,281
1/15/13 18:00,1058.0,50.355,78
1/15/13 19:00,1830.0,49.845,0
1/15/13 20:00,1265.0,49.63,0
1/15/13 21:00,8069.295,49.79,0
1/15/13 22:00,1135.0,49.93,0
1/15/13 23:00,1224.0,49.9,0
1/16/13 0:00,7211.82,50.43,0
1/16/13 1:00,1171.0,49.845,0
1/16/13 2:00,1892.0,47.27,0
1/16/13 3:00,1884.0,45.45,0
1/16/13 4:00,6300.59,46.43,0
1/16/13 5:00,6780.625,47.555,52
1/16/13 6:00,1062.0,47.425,244
1/16/13 7:00,8290.265,48.04,465
1/16/13 8:00,8859.805,49.84,632
1/16/13 9:00,1646.0,50.71,720
1/16/13 10:00,9450.37,50.96,980
1/16/13 11:00,9574.145,50.675,899
1/16/13 12:00,1706.0,51.41,1057
1/16/13 13:00,10082.225,51.39,999
1/16/13 14:00,10302.13,51.315,877
1/16/13 15:00,1171.0,54.11,608
1/16/13 16:00,10496.245,53.055,332
1/16/13 17:00,9989.235,50.15,130
1/16/13 18:00,9499.875,49.785,73
1/16/13 19:00,9137.565,50.585,0
1/16/13 20:00,9025.435,51.21,0
1/16/13 21:00,8599.785,49.91,0
1/16/13 22:00,1274.0,49.875,0
1/16/13 23:00,1731.0,47.38,0
1/17/13 0:00,7382.115,47.4,0
1/17/13 1:00,1870.0,47.1,0
1/17/13 2:00,6503.34,44.72,0
1/17/13 3:00,6399.53,44.85,0
1/17/13 4:00,6561.68,45.775,0
1/17/13 5:00,7072.87,49.14,46
1/17/13 6:00,7865.16,48.225,230
1/17/13 7:00,8689.94,48.29,447
1/17/13 8:00,1742.0,49.8,656
1/17/13 9:00,9717.365,50.9,834
1/17/13 10:00,10035.51,51.37,979
1/17/13 11:00,10292.315,51.525,1047
1/17/13 12:00,10572.06,51.69,1049
1/17/13 13:00,10932.265,65.535,987
1/17/13 14:00,11166.895,74.235,864
1/17/13 15:00,11342.55,93.825,691
1/17/13 16:00,11437.28,52.485,485
1/17/13 17:00,11337.16,63.5,264
1/17/13 18:00,10946.25,53.04,69
1/17/13 19:00,10556.25,52.6,0
1/17/13 20:00,1182.0,51.655,0
1/17/13 21:00,1024.0,51.4,0
1/17/13 22:00,1441.0,53.32,0
1/17/13 23:00,8472.78,50.565,0
1/18/13 0:00,7866.745,51.68,0
1/18/13 1:00,7222.44,50.295,0
1/18/13 2:00,1036.0,49.715,0
1/18/13 3:00,6660.25,47.915,0
1/18/13 4:00,6812.01,48.765,0
1/18/13 5:00,7354.615,50.21,42
1/18/13 6:00,8208.875,49.765,222
1/18/13 7:00,1378.0,50.385,438
1/18/13 8:00,1191.0,51.975,645
1/18/13 9:00,11099.06,54.18,822
1/18/13 10:00,11948.385,52.76,945
1/18/13 11:00,12577.765,67.15,1013
1/18/13 12:00,13025.775,61.84,1018
1/18/13 13:00,13345.335,124.53,959
1/18/13 14:00,1683.0,124.51,341
1/18/13 15:00,1279.0,142.515,160
1/18/13 16:00,13686.07,138.14,138
1/18/13 17:00,13192.975,83.35,159
1/18/13 18:00,1462.0,58.26,41
1/18/13 19:00,11708.305,54.385,0
1/18/13 20:00,10655.925,51.51,0
1/18/13 21:00,9750.985,51.3,0
1/18/13 22:00,1053.0,50.83,0
1/18/13 23:00,8406.82,48.345,0
1/19/13 0:00,7819.53,48.62,0
1/19/13 1:00,7240.97,47.355,0
1/19/13 2:00,6776.22,45.125,0
1/19/13 3:00,6641.225,45.05,0
1/19/13 4:00,6578.35,44.895,0
1/19/13 5:00,6715.28,45.235,28
1/19/13 6:00,7032.035,45.39,145
1/19/13 7:00,1729.0,46.74,349
1/19/13 8:00,8202.535,49.115,519
1/19/13 9:00,1646.0,49.77,582
1/19/13 10:00,8474.235,49.97,586
1/19/13 11:00,8455.19,49.605,640
1/19/13 12:00,8273.005,49.73,500
1/19/13 13:00,8155.1,49.76,209
1/19/13 14:00,8075.38,49.24,248
1/19/13 15:00,8062.37,49.665,251
1/19/13 16:00,8032.34,49.34,144
1/19/13 17:00,7998.43,49.395,140
1/19/13 18:00,1346.0,49.515,36
1/19/13 19:00,7764.005,49.19,0
1/19/13 20:00,1675.0,48.905,0
1/19/13 21:00,7373.545,47.49,0
1/19/13 22:00,7144.0,46.73,0
1/19/13 23:00,7047.205,47.38,0
1/20/13 0:00,6736.435,44.545,0
1/20/13 1:00,6376.615,44.635,0
1/20/13 2:00,1239.0,45.135,0
1/20/13 3:00,5914.4,44.665,0
1/20/13 4:00,1075.0,44.845,0
1/20/13 5:00,6067.805,44.795,4
1/20/13 6:00,6255.98,44.48,11
1/20/13 7:00,1093.0,45.15,211
1/20/13 8:00,7347.98,45.55,96
1/20/13 9:00,7745.195,47.52,67
1/20/13 10:00,7819.405,49.71,242
1/20/13 11:00,7857.51,48.95,196
1/20/13 12:00,7771.23,47.445,230
1/20/13 13:00,1772.0,46.75,405
1/20/13 14:00,1603.0,47.9,251
1/20/13 15:00,7787.75,48.87,157
1/20/13 16:00,7880.99,48.49,243
1/20/13 17:00,7996.33,49.65,130
1/20/13 18:00,7991.12,49.805,62
1/20/13 19:00,7937.98,49.805,0
1/20/13 20:00,7962.425,49.815,0
1/20/13 21:00,7712.92,49.5,0
1/20/13 22:00,7505.935,49.8,0
1/20/13 23:00,7188.39,49.415,0
1/21/13 0:00,6899.765,48.08,0
1/21/13 1:00,6597.545,45.58,0
1/21/13 2:00,6272.585,45.025,0
1/21/13 3:00,1328.0,44.85,0
1/21/13 4:00,6427.085,46.4,0
1/21/13 5:00,7006.24,48.385,10
1/21/13 6:00,7878.015,49.915,209
1/21/13 7:00,8715.165,50.085,140
1/21/13 8:00,9331.9,51.75,628
1/21/13 9:00,9657.415,51.475,808
1/21/13 10:00,9774.075,51.715,947
1/21/13 11:00,9843.275,51.46,1020
1/21/13 12:00,9867.08,51.525,1030
1/21/13 13:00,9914.12,51.555,988
1/21/13 14:00,9962.23,51.54,869
1/21/13 15:00,1353.0,51.59,699
1/21/13 16:00,1203.0,51.53,492
1/21/13 17:00,1319.0,51.235,270
1/21/13 18:00,9397.475,50.765,71
1/21/13 19:00,9098.515,49.885,0
1/21/13 20:00,9043.645,50.505,0
1/21/13 21:00,8633.795,49.805,0
1/21/13 22:00,8319.195,49.98,0
1/21/13 23:00,7916.17,49.695,0
1/22/13 0:00,1845.0,49.995,0
1/22/13 1:00,7035.205,47.895,0
1/22/13 2:00,1505.0,45.475,0
1/22/13 3:00,6440.54,44.985,0
1/22/13 4:00,6568.055,45.75,0
1/22/13 5:00,1549.0,49.425,37
1/22/13 6:00,7863.205,49.525,216
1/22/13 7:00,8756.58,48.76,433
1/22/13 8:00,1358.0,49.25,641
1/22/13 9:00,9804.5,49.885,814
1/22/13 10:00,10102.925,50.695,939
1/22/13 11:00,10430.8,51.665,1009
1/22/13 12:00,1019.0,51.565,833
1/22/13 13:00,11039.215,51.575,206
1/22/13 14:00,10787.52,51.52,357
1/22/13 15:00,10597.33,51.545,236
1/22/13 16:00,10502.145,51.84,123
1/22/13 17:00,1320.0,51.34,146
1/22/13 18:00,9565.205,50.515,37
1/22/13 19:00,9241.185,49.91,0
1/22/13 20:00,9091.58,49.91,0
1/22/13 21:00,1098.0,49.61,0
1/22/13 22:00,8199.15,49.86,0
1/22/13 23:00,1526.0,49.7,0
1/23/13 0:00,7297.5,48.855,0
1/23/13 1:00,1471.0,47.045,0
1/23/13 2:00,6450.72,45.265,0
1/23/13 3:00,1001.0,44.85,0
1/23/13 4:00,1851.0,45.49,0
1/23/13 5:00,7052.305,48.33,20
1/23/13 6:00,7830.105,49.945,14
1/23/13 7:00,8623.84,49.82,408
1/23/13 8:00,9039.82,50.37,617
1/23/13 9:00,9241.25,50.07,796
1/23/13 10:00,9344.165,50.18,921
1/23/13 11:00,9361.295,49.985,997
1/23/13 12:00,1819.0,50.935,1007
1/23/13 13:00,1861.0,51.205,970
1/23/13 14:00,9497.49,50.72,847
1/23/13 15:00,9456.81,51.42,675
1/23/13 16:00,9329.915,50.27,467
1/23/13 17:00,8979.925,49.535,132
1/23/13 18:00,8575.72,49.415,34
1/23/13 19:00,8434.175,49.695,0
1/23/13 20:00,8354.3,49.74,0
1/23/13 21:00,8034.73,49.0,0
1/23/13 22:00,7882.49,51.03,0
1/23/13 23:00,7597.19,49.81,0
1/24/13 0:00,7201.77,49.585,0
1/24/13 1:00,6749.865,45.96,0
1/24/13 2:00,1361.0,44.85,0
1/24/13 3:00,6210.87,44.85,0
1/24/13 4:00,6395.35,45.105,0
1/24/13 5:00,6981.23,47.69,30
1/24/13 6:00,1623.0,49.215,204
1/24/13 7:00,8585.9,49.765,418
1/24/13 8:00,9140.77,49.84,626
1/24/13 9:00,9463.005,49.935,806
1/24/13 10:00,9665.665,50.415,942
1/24/13 11:00,9787.825,50.255,1015
1/24/13 12:00,9966.95,50.36,1023
1/24/13 13:00,10206.1,51.37,980
1/24/13 14:00,1999.0,52.345,864
1/24/13 15:00,10487.475,59.295,696
1/24/13 16:00,10515.745,65.16,491
1/24/13 17:00,10354.505,50.105,271
1/24/13 18:00,9936.37,49.795,70
1/24/13 19:00,9561.41,50.36,0
1/24/13 20:00,9502.245,49.935,0
1/24/13 21:00,8932.33,49.945,0
1/24/13 22:00,1957.0,52.03,0
1/24/13 23:00,1320.0,49.91,0
1/25/13 0:00,7625.1,52.0,0
1/25/13 1:00,7084.345,49.725,0
1/25/13 2:00,6677.78,46.975,0
1/25/13 3:00,6533.495,45.39,0
1/25/13 4:00,6698.13,46.465,0
1/25/13 5:00,1737.0,50.235,34
1/25/13 6:00,8060.405,50.25,219
1/25/13 7:00,9019.35,49.695,438
1/25/13 8:00,9709.77,50.5,647
1/25/13 9:00,1284.0,49.96,826
1/25/13 10:00,10429.16,50.705,954
1/25/13 11:00,10574.085,51.5,1025
1/25/13 12:00,1493.0,52.135,1033
1/25/13 13:00,1034.0,51.485,979
1/25/13 14:00,1776.0,54.87,859
1/25/13 15:00,11276.665,55.255,690
1/25/13 16:00,11317.055,57.975,484
1/25/13 17:00,10800.175,51.475,263
1/25/13 18:00,1254.0,49.94,64
1/25/13 19:00,9608.55,49.81,0
1/25/13 20:00,9447.21,49.765,0
1/25/13 21:00,9070.585,49.76,0
1/25/13 22:00,8734.19,49.835,0
1/25/13 23:00,8226.695,49.595,0
1/26/13 0:00,7664.65,48.725,0
1/26/13 1:00,7121.41,45.22,0
1/26/13 2:00,6656.745,44.88,0
1/26/13 3:00,6485.02,44.83,0
1/26/13 4:00,6476.8,44.805,0
1/26/13 5:00,1340.0,44.85,28
1/26/13 6:00,1222.0,45.15,134
1/26/13 7:00,7592.33,45.925,345
1/26/13 8:00,1744.0,49.02,437
1/26/13 9:00,8822.295,49.885,458
1/26/13 10:00,9041.455,49.82,504
1/26/13 11:00,9127.99,49.835,767
1/26/13 12:00,9133.525,49.785,848
1/26/13 13:00,9241.17,49.805,701
1/26/13 14:00,9234.75,49.81,536
1/26/13 15:00,1025.0,49.835,657
1/26/13 16:00,1373.0,49.885,459
1/26/13 17:00,9124.05,49.83,241
1/26/13 18:00,8856.87,49.805,55
1/26/13 19:00,1958.0,49.785,0
1/26/13 20:00,8566.375,49.81,0
1/26/13 21:00,8387.35,49.665,0
1/26/13 22:00,8163.855,51.32,0
1/26/13 23:00,1485.0,49.385,0
1/27/13 0:00,1649.0,48.125,0
1/27/13 1:00,1232.0,45.62,0
1/27/13 2:00,1011.0,45.085,0
1/27/13 3:00,1738.0,45.025,0
1/27/13 4:00,6354.56,46.38,0
1/27/13 5:00,1467.0,48.88,9
1/27/13 6:00,6598.64,45.045,43
1/27/13 7:00,7011.69,46.81,27
1/27/13 8:00,1036.0,49.72,71
1/27/13 9:00,7906.58,50.175,50
1/27/13 10:00,1687.0,49.81,169
1/27/13 11:00,8036.295,49.88,78
1/27/13 12:00,7927.915,49.765,111
1/27/13 13:00,1943.0,49.79,122
1/27/13 14:00,7810.38,49.525,135
1/27/13 15:00,7835.39,49.58,144
1/27/13 16:00,7855.265,49.795,147
1/27/13 17:00,1653.0,49.81,21
1/27/13 18:00,7878.88,49.765,8
1/27/13 19:00,7755.235,49.745,0
1/27/13 20:00,7743.32,49.74,0
1/27/13 21:00,1360.0,49.24,0
1/27/13 22:00,7432.63,49.515,0
1/27/13 23:00,7075.83,49.635,0
1/28/13 0:00,6789.895,48.93,0
1/28/13 1:00,6381.1,46.145,0
1/28/13 2:00,6031.745,45.03,0
1/28/13 3:00,5927.725,44.85,0
1/28/13 4:00,5962.485,45.385,0
1/28/13 5:00,6210.425,48.625,3
1/28/13 6:00,6517.155,48.355,8
1/28/13 7:00,1051.0,49.36,15
1/28/13 8:00,1567.0,49.785,45
1/28/13 9:00,8122.855,49.81,46
1/28/13 10:00,1866.0,49.8,77
1/28/13 11:00,8285.925,49.785,112
1/28/13 12:00,8279.025,49.8,96
1/28/13 13:00,1883.0,49.785,65
